Ministry,Year,PositionTitle,PositionClass,BaseSalary,CashBenefits,NonCashBenefits,Severance
Agriculture and Forestry,2017,"Mgr, Agricultural Meteorology",Manager Zone 2,107152.5,200,26306.88,0
Agriculture and Forestry,2017,"Director, Infrastructure Svcs",Senior Manager Zone 1,118938.56,0,29103.47,0
Agriculture and Forestry,2017,"ED, Irrigation & Farm Water Br",Executive Manager 1,141324.04,2599.31,34700.21,0
Agriculture and Forestry,2017,Cereal Pathologist,Scientific 4,119838.68,0,24788.17,0
Agriculture and Forestry,2017,Bio-Statistician,Scientific 5,128583.52,0,27961.85,0
Agriculture and Forestry,2017,Process Engineer,Engineering & Related Level 4,121596.54,0,24411.77,0
Agriculture and Forestry,2017,Deputy Minister,Deputy Minister,285877.28,0,5912.04,0
Agriculture and Forestry,2017,"Mgr, Financial Comp and System",Manager Zone 2,107152.5,0,25013.11,0
Agriculture and Forestry,2017,Mgr.Rural Life Enhancemen Unit,Manager Zone 2,107152.5,0,6737.17,0
Agriculture and Forestry,2017,"Director, Fin Oper. & Rpting",Senior Manager Zone 2,133317.86,0,31746.24,0
Agriculture and Forestry,2017,"Director, Brooks Greenhouse",Senior Manager Zone 1,118938.56,0,27717.41,0
Children's Services,2017,Issues Manager-DMO,Senior Manager Zone 1,113806.42,0,28416.95,0
Children's Services,2017,Sr Mgr-Field Ops Liaison,Senior Manager Zone 1,121719.86,0,28195.89,0
Children's Services,2017,Dir-Field Ops Liaison,Senior Manager Zone 2,133317.88,33329.68,9389.8,0
Children's Services,2017,Dir-Perform Analysis/Improve,Senior Manager Zone 1,112563.1,0,27741.95,0
Children's Services,2017,Ex Dir-Early Childhood Dev,Executive Manager 1,153703.52,0,35532.81,0
Children's Services,2017,Manager-CI NW Zone,Senior Manager Zone 1,110548.62,0,27820.49,0
Children's Services,2017,Manager-Youth in Transition,Manager Zone 2,107152.5,0,28574.85,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,119196.22,0,27874.16,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,2060.63,25550.8,0
Children's Services,2017,Mgr-Caregiver Permanency Dvlp,Manager Zone 2,107152.5,0,23264.93,0
Children's Services,2017,Psychologist,Psychologist 2,112276.84,0,22112.68,0
Children's Services,2017,Ex Dir-Cl Office Statutory Dir,Executive Manager 1,152751.82,0,35856.72,0
Children's Services,2017,Deputy Minister,Deputy Minister,285877.28,0,74612.35,0
Children's Services,2017,Ex Dir-Cl Policy Pract and PD,Executive Manager 1,140365.16,0,33784.92,0
Children's Services,2017,Sr Mgr-ECD Program/Policy Dev,Senior Manager Zone 2,119784.01,0,30031.63,0
Children's Services,2017,Senior Manager,Senior Manager Zone 2,133317.86,0,30360.18,0
Children's Services,2017,Senior Manager,Senior Manager Zone 2,125355.62,0,28896.46,0
Children's Services,2017,Mgr-Permanence,Manager Zone 2,107152.5,6000,26369.8,0
Children's Services,2017,Mgr-Neighbourhood Centre,Manager Zone 2,107152.5,0,25307.43,0
Children's Services,2017,Dir- Specialized Services,Senior Manager Zone 2,119196.22,0,28134.78,0
Children's Services,2017,Reg Dir-CI NE Region,Senior Manager Zone 1,118938.56,12432.44,26423.63,0
Children's Services,2017,Mgr - Metis Settlement,Manager Zone 2,107152.5,0,24605.35,0
Children's Services,2017,Mgr - Foster and Kinship Care,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,"Manager, Specialized Srvc Del",Manager Zone 2,107152.5,6275.88,26652.52,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,Mgr-Communications& Engagement,Manager Zone 2,107152.5,0,26684.91,0
Children's Services,2017,Manager,Senior Manager Zone 1,118938.56,23667.27,28536.41,0
Children's Services,2017,ED-Indigenous and Commun Conn,Executive Manager 1,134138.28,0,33112.28,0
Children's Services,2017,Associate Director,Senior Manager Zone 1,118938.56,0,27446.49,0
Children's Services,2017,Sr Mgr-Caregiver Development,Senior Manager Zone 2,133317.86,7991.41,29534.57,0
Children's Services,2017,Regional Manager-East,Senior Manager Zone 1,118938.56,0,26423.65,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,127407.28,0,28088.86,0
Children's Services,2017,Manager-QA & Programs Spec,Manager Zone 2,107432.75,10121.25,26119.52,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,12363.75,24257.04,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,131229.02,0,29081.7,0
Children's Services,2017,Senior Manager,Senior Manager Zone 2,118938.56,150,30344.45,0
Children's Services,2017,Ex Dir-Strategic Policy,Executive Manager 1,162864.05,0,39934.09,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,Dir-Strategic Initiatives,Senior Manager Zone 2,107419.52,0,25600.65,0
Children's Services,2017,Mgr-CI Information Strategy,Manager Zone 2,107152.5,0,25659.84,0
Children's Services,2017,Mgr. Contracts & Procurements,Manager Zone 2,107152.5,6000,26369.8,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,112922.25,0,26584.66,0
Children's Services,2017,Mgr - Neighbourhood Centre,Manager Zone 2,109625.25,0,25976.09,0
Children's Services,2017,Senior Manager,Senior Manager Zone 2,130249.08,9614.56,32396.87,0
Children's Services,2017,Mgr-Neighbourhood Centre,Manager Zone 2,107152.5,19895.68,25550.81,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,131229.02,350,29677.1,0
Children's Services,2017,Manager-Specialized Services,Manager Zone 2,108520.76,0,26843.43,0
Children's Services,2017,Mgr-Engagement,Manager Zone 2,107152.5,0,24835.85,0
Children's Services,2017,Mgr-Indigenous Engagement,Senior Manager Zone 1,118938.56,0,27765.06,0
Children's Services,2017,Mgr-Practice Supports,Manager Zone 2,107152.5,0,25956.13,0
Children's Services,2017,ADM-FCR,Assistant Deputy Minister,200404.88,0,48368.82,0
Children's Services,2017,Mgr-Placement Transition Srv,Manager Zone 2,107152.5,0,24257.03,0
Children's Services,2017,Mgr-Child Intervention,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,Sr Mgr-Office of Stat Dir,Senior Manager Zone 2,133317.86,0,30360.18,0
Children's Services,2017,Manager-Specialized Services,Manager Zone 2,107152.5,0,26750.2,0
Children's Services,2017,Senior Manager,Senior Manager Zone 2,134548.49,0,17950.66,0
Children's Services,2017,Mgr - Neighbourhood Centre,Manager Zone 2,107152.5,6181.88,24656.14,0
Children's Services,2017,ADM-Indigenous and Commun Conn,Assistant Deputy Minister,188845.02,0,44530.76,0
Children's Services,2017,Mgr-Prev/Early Intervention,Manager Zone 2,107152.5,0,33366.59,0
Children's Services,2017,Psychologist,Psychologist 2,112276.84,0,20874.52,0
Children's Services,2017,Reg Dir-CI Central Region,Senior Manager Zone 2,133317.86,300,31738.04,0
Children's Services,2017,Mgr-Neighbourhood Centre,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,Mgr-Exec Coord/Communication,Manager Zone 2,107152.5,0,28574.85,0
Children's Services,2017,Chief of Staff,Ministerial 3,174329.74,0,40423.53,0
Children's Services,2017,Executive Director,Executive Manager 1,164060.78,0,35640.69,0
Children's Services,2017,Mgr-Proj/Partnership/Mobil,Manager Zone 2,115724.7,0,27055.75,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,26156.54,0
Children's Services,2017,"ADM, Str Pol/Early Child Devep",Assistant Deputy Minister,194098.84,0,45038.51,0
Children's Services,2017,Sr Mgr-Post Adoption Registry,Senior Manager Zone 1,110256.12,0,29145.7,0
Children's Services,2017,Mgr-Early Childhood Dev,Manager Zone 2,107152.5,0,28574.85,0
Children's Services,2017,Associate Director,Senior Manager Zone 1,118938.56,0,27799.18,0
Children's Services,2017,Dir-Policy Capacity & Coordina,Senior Manager Zone 2,118155.84,0,25983.77,0
Children's Services,2017,Psychologist,Psychologist 2,112276.84,0,23714.5,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,133317.86,350,30360.18,0
Children's Services,2017,Dir-Policy Design and Develop,Senior Manager Zone 2,108570.22,3979.14,27536.26,0
Children's Services,2017,Mgr-Child Intervention,Manager Zone 2,107152.5,0,25307.43,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,24257.03,0
Children's Services,2017,Ex Dir-Prog Info Eval and Perf,Executive Manager 1,157334.06,41522.84,35370.31,0
Children's Services,2017,Associate Dir-Reg CS,Senior Manager Zone 1,118938.56,0,28851.53,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,124909.2,0,28814.61,0
Children's Services,2017,Sr Mgr-Specialized Services,Senior Manager Zone 1,111487.48,0,34220.33,0
Children's Services,2017,Psychologist,Psychologist 2,112276.84,0,21297.56,0
Children's Services,2017,Mgr-Child Intervention Init,Manager Zone 2,107152.5,0,28287.94,0
Children's Services,2017,Mgr-Prog/Specialized Supp Serv,Manager Zone 2,107152.5,6181.88,26684.92,0
Children's Services,2017,Dir-CI Business Support,Senior Manager Zone 1,118938.56,0,31594.27,0
Children's Services,2017,Associate Director,Senior Manager Zone 1,119780.27,4574.56,28996.32,0
Children's Services,2017,Sr Mgr-Community Interven/Corp,Senior Manager Zone 2,133317.86,0,31928.7,0
Children's Services,2017,Mgr-Workforce Dev/Supports,Manager Zone 2,107152.5,12363.75,7761.83,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,24427.07,0
Children's Services,2017,ED-Reg Community Program Del,Executive Manager 1,164060.78,0,39958.51,0
Children's Services,2017,Ex Dir-CI South,Executive Manager 1,169158.86,0,38114.05,0
Children's Services,2017,Project Manager,Senior Manager Zone 1,111603.6,0,27951.25,0
Children's Services,2017,Senior Manager,Senior Manager Zone 1,118938.56,25238.95,27717.41,0
Children's Services,2017,Sr Mgr-Adoption Services,Senior Manager Zone 2,133317.86,0,8481.14,0
Children's Services,2017,Reg Dir-CI NW Region,Senior Manager Zone 2,133317.86,6000,31179.17,0
Children's Services,2017,Senior Manager - Prev & Early,Senior Manager Zone 1,114403.38,0,29568.22,0
Children's Services,2017,SM-Intervention Support Serv,Senior Manager Zone 2,115395,0,28831.83,0
Children's Services,2017,Mgr - Neighbourhood Centre,Manager Zone 2,107152.5,0,24257.03,0
Children's Services,2017,Mgr-Preservation Supports,Senior Manager Zone 1,118938.56,0,29846.81,0
Children's Services,2017,Mgr - Neighbourhood Centre,Manager Zone 2,107152.5,0,24953.67,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,25307.43,0
Children's Services,2017,Mgr-Div Coord/Specialized Prog,Manager Zone 2,107152.5,0,28574.85,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,25550.79,0
Children's Services,2017,Sr Mgr-Engagement,Senior Manager Zone 1,122909.23,13723.68,31441.59,0
Children's Services,2017,Senior Manager,Senior Manager Zone 1,121699.66,0,29959.74,0
Children's Services,2017,Sr Mgr-Complex Case Mgt,Senior Manager Zone 1,115724.7,0,27292.39,0
Children's Services,2017,Regional Director,Senior Manager Zone 2,119196.48,0,27654.64,0
Children's Services,2017,Mgr-Stds/Monitoring,Manager Zone 2,107152.5,0,24257.03,0
Children's Services,2017,Associate Director,Senior Manager Zone 2,133317.86,0,30360.18,0
Children's Services,2017,Ex Dir-Prev and Early Int Supp,Executive Manager 1,164060.78,12620.06,38334.82,0
Children's Services,2017,Director CQA,Senior Manager Zone 2,124092.37,0,30770.33,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,20977.99,0
Children's Services,2017,Sr Mgr- Office Stat Director,Senior Manager Zone 2,133317.86,22172.49,31748.69,0
Children's Services,2017,Chief of Staff,Senior Manager Zone 2,115724.7,12562.73,29385.19,0
Children's Services,2017,"Exec Lead, Intergr HR Services",Executive Manager 1,171632.78,0,38691.98,0
Children's Services,2017,Manager,Manager Zone 2,107152.5,0,24996.47,0
Children's Services,2017,Reg Services Delivery Director,Senior Manager Zone 2,133317.86,13844.54,29066.41,0
Children's Services,2017,Regional Manager-West,Senior Manager Zone 1,108801,0,25841.12,0
Children's Services,2017,Director - PIEPM,Senior Manager Zone 1,118938.56,0,27717.41,0
Children's Services,2017,Sr Mgr-Yellowhead Youth Centre,Senior Manager Zone 1,118938.56,0,20443.82,0
Community and Social Services,2017,Executive Coordinator,Manager Zone 2,107152.5,0,24257.03,0
Community and Social Services,2017,Dir-Info Sharing Strategy,Senior Manager Zone 2,133317.86,10255.22,31706.57,0
Community and Social Services,2017,Director-East Zone,Senior Manager Zone 2,133317.86,300,30360.17,0
Community and Social Services,2017,Dir-Intergov Relations,Senior Manager Zone 1,109541.51,0,28995.09,0
Community and Social Services,2017,Manager- Finance,Manager Zone 2,107152.5,0,25550.79,0
Community and Social Services,2017,Dir-Access & Service Delivery,Executive Manager 1,137533.5,0,32749.23,0
Community and Social Services,2017,Mgr-FASD Complex Transition,Manager Zone 2,107152.5,6000,24996.48,0
Community and Social Services,2017,Ex Dir-Cross Min and Comm Pl,Executive Manager 1,154031.28,0,34247.85,0
Community and Social Services,2017,Dir-Consulting Services,Senior Manager Zone 2,129434.76,0,32354.8,0
Community and Social Services,2017,Sr Mgr - RSS,Senior Manager Zone 1,118938.56,0,27717.41,0
Community and Social Services,2017,Director,Senior Manager Zone 2,115724.7,0,28871.42,0
Community and Social Services,2017,Mgr- Disability Services,Manager Zone 2,107309.53,0,25413.27,0
Community and Social Services,2017,Executive Director,Executive Manager 1,133553.78,0,30366.48,0
Community and Social Services,2017,"Senior Area Manager, Rural",Senior Manager Zone 1,109726.39,0,27559.46,0
Community and Social Services,2017,Manager Zone 2,Manager Zone 2,107152.5,0,24257.03,0
Community and Social Services,2017,Dir-Region Support Services,Senior Manager Zone 2,153545.6,0,33585.11,0
Community and Social Services,2017,"Senior Manager, Operations",Senior Manager Zone 2,123168.91,0,28509.62,0
Community and Social Services,2017,Manager Reg Support Services,Manager Zone 2,107152.5,0,25941.6,0
Community and Social Services,2017,Manager-Service Delivery,Manager Zone 2,107152.5,0,26495.89,0
Community and Social Services,2017,HR Portfolio Director,Senior Manager Zone 2,121030.01,13753.41,31136.03,0
Community and Social Services,2017,"Area Manager, AB Support Ctr",Senior Manager Zone 2,131229.54,850,6935.57,0
Community and Social Services,2017,ED - Strategic Policy,Executive Manager 1,143983.31,0,34842.99,0
Community and Social Services,2017,"Director, Access/Delivery",Senior Manager Zone 2,120105.44,0,28896.2,0
Community and Social Services,2017,Dir. Access & Service Delivery,Senior Manager Zone 2,133317.86,6000,29001.16,0
Community and Social Services,2017,"ADM Strat Pol, Plan & QA",Assistant Deputy Minister,157366.19,0,38428.42,0
Community and Social Services,2017,Area Manager,Senior Manager Zone 2,133317.86,0,30056.24,0
Community and Social Services,2017,Dir-IT Administration,Senior Manager Zone 2,126182.16,0,30371.45,0
Community and Social Services,2017,Dir-Appeals Secretariat,Senior Manager Zone 1,115724.44,0,25833.01,0
Community and Social Services,2017,Mgr-Homeless Supp/North Ops,Manager Zone 2,107152.5,0,26696.93,0
Community and Social Services,2017,Mgr-HR Programs and Strategies,Manager Zone 2,107152.5,0,24257.03,0
Community and Social Services,2017,Director Governance Services,Senior Manager Zone 2,129682.35,0,32010.62,0
Community and Social Services,2017,Regional Ex Dir-Edmonton,Executive Manager 2,177185.58,0,42869.43,0
Community and Social Services,2017,Chief of Staff,Ministerial EA,107643.76,0,24075.63,0
Community and Social Services,2017,Mgr-QA&People Supports,Senior Manager Zone 2,133317.86,0,32595.42,0
Community and Social Services,2017,Senior Manager Zone 1,Senior Manager Zone 1,133317.86,0,33447.16,0
Community and Social Services,2017,Mgr-Disability Policy,Manager Zone 2,107152.5,12363.75,25550.8,0
Community and Social Services,2017,Mgr- Coord/Council Initiatives,Manager Zone 2,107152.5,0,27062.82,0
Community and Social Services,2017,Sr Mgr-Information Management,Senior Manager Zone 1,118938.56,0,30450.68,0
Community and Social Services,2017,Mgr- Contracts & Procurement,Manager Zone 2,110495.32,0,26607.01,0
Community and Social Services,2017,Dir-Financial Serv/Compliance,Senior Manager Zone 2,133317.86,10255.22,32319.33,0
Community and Social Services,2017,"Srv Delivery Mgr, AB Supports",Manager Zone 2,107152.5,0,26985.24,0
Community and Social Services,2017,Sr Mgr-Fin Reporting/CS,Senior Manager Zone 1,118938.56,0,30804.39,0
Community and Social Services,2017,Ex Dir-Fam & Comm Safety Br.,Executive Manager 1,164060.78,0,35856.65,0
Community and Social Services,2017,Regional Ex Dir-NC,Executive Manager 1,164060.78,0,36934.45,0
Community and Social Services,2017,Senior Manager Finance,Senior Manager Zone 1,111288.32,12840.96,27286.12,0
Community and Social Services,2017,Sr. Mgr - Access & Service Del,Senior Manager Zone 1,118938.56,0,28437.35,0
Community and Social Services,2017,Area Manager,Senior Manager Zone 2,126181.64,0,27839.79,0
Community and Social Services,2017,Manager Appeals Coordination,Manager Zone 2,107152.5,0,24776.96,0
Community and Social Services,2017,Manager Business Requirements,Manager Zone 2,109031.81,0,27385.89,0
Community and Social Services,2017,Manager-Program/Policy,Manager Zone 2,107152.5,0,27125.61,0
Community and Social Services,2017,Sr Mgr-FSCD Program and Policy,Senior Manager Zone 1,110543.16,0,29261.57,0
Community and Social Services,2017,Ex Dir-Alberta's Promise,Executive Manager 1,139063.08,0,31099.41,0
Community and Social Services,2017,Mgr-Privacy Unit,Manager Zone 2,107152.5,7477.37,27440.73,0
Community and Social Services,2017,Sr Op Officer-Deliv Srvs Port,Assistant Deputy Minister,200404.88,0,48906.78,0
